age,workclass,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_per_anum
51, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
36, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,50, United-States,1
64, Self-emp-inc,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,60, Canada,1
50, Private,10, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States,0
36, Private,9, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,30, United-States,0
21, Private,10, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,0
20, Private,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,12, United-States,0
65, Private,9, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
42, Private,13, Divorced, Adm-clerical, Unmarried, White, Male,9562,0,45, United-States,1
58, Private,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States,0
35, Private,9, Never-married, Other-service, Own-child, White, Female,0,0,27, United-States,0
39, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,1
35, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico,0
37, Self-emp-not-inc,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Canada,1
73, Private,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1735,20, United-States,0
52, Private,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
36, Private,9, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, United-States,0
32, Private,10, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
66, Private,9, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States,1
25, Private,6, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
60, Private,5, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,35, United-States,0
53, Private,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,0
37, Private,5, Separated, Priv-house-serv, Unmarried, White, Female,0,0,16, Mexico,0
30, Private,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States,0
28, Private,13, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States,0
25, Private,10, Never-married, Transport-moving, Not-in-family, White, Male,10520,0,50, United-States,1
40, Private,5, Divorced, Prof-specialty, Unmarried, White, Female,0,0,5, Cuba,0
41, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States,1
60, Self-emp-not-inc,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,25, United-States,0
39, Private,7, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, Puerto-Rico,0
38, Private,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,0
55, Private,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0
37, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
38, State-gov,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1
41, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,0
42, Private,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0
31, Local-gov,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States,0
20, Private,9, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States,0
43, Private,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
55, Private,13, Separated, Exec-managerial, Not-in-family, White, Male,14084,0,45, United-States,1
67, Self-emp-inc,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States,0
19, Private,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
65, Private,10, Separated, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,0
43, Private,13, Divorced, Prof-specialty, Not-in-family, White, Female,14344,0,40, United-States,1
38, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,55, United-States,1
31, Private,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,43, United-States,1
40, Local-gov,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
44, Self-emp-inc,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
30, Private,13, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States,0
46, Private,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,55, United-States,1
40, Private,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States,0
27, Private,10, Never-married, Sales, Not-in-family, White, Male,0,0,44, United-States,0
51, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, United-States,1
54, Local-gov,14, Widowed, Prof-specialty, Unmarried, White, Female,0,0,38, United-States,0
29, Private,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Canada,0
56, State-gov,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States,1
47, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
52, Local-gov,5, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,0
36, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
69, Private,13, Widowed, Exec-managerial, Not-in-family, White, Female,2346,0,15, United-States,0
37, Private,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,0
29, State-gov,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
43, Private,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States,0
37, Private,9, Divorced, Craft-repair, Not-in-family, White, Male,0,1669,55, United-States,0
33, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,56, United-States,1
66, Self-emp-inc,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,0
32, Private,3, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, Laos,1
51, Local-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States,1
43, Private,11, Widowed, Prof-specialty, Not-in-family, White, Female,0,2339,36, United-States,0
28, State-gov,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
37, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,1
29, Private,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States,0
41, Local-gov,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
44, Local-gov,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States,1
71, Private,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,14, United-States,0
64, Self-emp-inc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States,0
46, Private,12, Never-married, Prof-specialty, Unmarried, White, Female,0,0,36, United-States,0
40, Local-gov,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
38, Private,10, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Germany,0
57, Private,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,42, United-States,0
26, Private,3, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Columbia,0
39, Private,10, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
75, Private,3, Widowed, Other-service, Unmarried, Black, Male,0,0,10, United-States,0
34, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,0
30, Private,13, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
31, Private,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,36, Jamaica,0
47, Federal-gov,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States,0
70, Private,4, Widowed, Other-service, Unmarried, Black, Female,0,0,38, United-States,0
43, Local-gov,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States,1
33, Private,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States,0
36, Private,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
48, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25, United-States,1
26, Federal-gov,9, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States,0
67, Self-emp-not-inc,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,2414,0,80, United-States,0
40, Private,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,1
55, Federal-gov,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
42, Local-gov,4, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
47, Local-gov,7, Married-civ-spouse, Transport-moving, Husband, White, Male,3411,0,40, El-Salvador,0
41, Private,10, Married-civ-spouse, Sales, Husband, White, Male,3942,0,40, United-States,0
19, Private,6, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States,0
37, Private,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,0
47, Local-gov,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,56, United-States,1
33, Private,9, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Japan,0
22, Private,5, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,36, United-States,0
62, Private,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, United-States,1
35, Private,10, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States,0
24, Self-emp-not-inc,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
47, Local-gov,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,1
60, Private,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,0
50, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
41, Local-gov,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
38, Private,15, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,1
64, Private,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
37, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
22, Self-emp-inc,4, Married-civ-spouse, Craft-repair, Husband, White, Male,2580,0,40, United-States,0
43, State-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, United-States,1
28, Private,7, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States,0
22, Private,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States,0
43, Private,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,50, United-States,0
59, Private,12, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,1
51, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States,1
24, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States,0
54, Private,13, Divorced, Sales, Not-in-family, White, Female,0,1408,38, United-States,0
55, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
20, State-gov,10, Never-married, Craft-repair, Own-child, White, Male,0,0,38, United-States,0
24, Private,7, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany,0
62, Private,12, Widowed, Other-service, Not-in-family, White, Female,0,0,7, United-States,0
44, Private,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0
37, Private,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,60, United-States,0
22, Private,12, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,0
30, Private,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
55, Private,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,0
38, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
41, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States,1
49, Private,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States,0
44, Local-gov,12, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0
23, Private,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States,0
52, State-gov,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
53, Self-emp-inc,10, Divorced, Sales, Not-in-family, White, Male,8614,0,50, Cuba,1
29, Private,14, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States,1
44, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0
27, Private,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
30, Private,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,0
46, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
35, Private,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States,1
43, State-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
26, Local-gov,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States,1
52, Private,9, Separated, Priv-house-serv, Not-in-family, White, Female,0,0,50, United-States,0
36, Federal-gov,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,0
54, Local-gov,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
42, Self-emp-not-inc,9, Divorced, Sales, Own-child, White, Male,0,0,50, United-States,0
33, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States,0
51, Private,10, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States,0
42, Private,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
51, Local-gov,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States,1
67, Private,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,2206,5, United-States,0
31, State-gov,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
34, Private,5, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
23, Self-emp-not-inc,7, Married-civ-spouse, Transport-moving, Husband, White, Male,7688,0,60, United-States,1
61, Federal-gov,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
35, Private,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,48, United-States,0
53, Private,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States,0
64, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
60, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States,0
